First Name,Last Name Initial,Coolness,Length of First Name,Distance,is_Cool
Rhonda,C,29,6,15,0
Hugh,A,92,4,7,1
Sean,W,67,4,4,0
Lynn,E,53,4,7,0
Velma,H,55,5,14,0
Justin,H,97,6,2,1
Rosa,G,42,4,11,0
Aaron,V,20,5,21,0
Diane,P,66,5,12,0
Don,P,19,3,12,0
David,U,53,5,17,0
Gladys,M,81,6,6,1
Stephanie,F,37,9,13,0
Stephen,N,78,7,5,1
Nancy,M,76,5,1,1
Betty,L,90,5,10,1
Dan,F,63,3,2,0
Laura,Y,67,5,13,0
Nelson,N,51,6,0,0
David,H,88,5,4,1
Gregory,S,51,7,12,0
Jacqulyn,G,42,8,3,0
Susan,B,94,5,17,1
Anne,D,46,4,3,0
Johnathan,A,15,9,9,0
Carl,E,92,4,2,1
Robin,K,27,5,7,0
Wayne,Q,1,5,6,0
Stephanie,W,57,9,4,0
Edward,L,79,6,7,1
Ann,L,74,3,11,0
Jessica,M,77,7,3,1
Beverly,X,71,7,22,0
George,T,48,6,13,0
James,O,51,5,5,0
Hilton,U,47,6,13,0
Richard,S,54,7,1,0
Bennie,K,43,6,9,0
Nadine,Y,35,6,11,0
Jay,Z,10,3,16,0
Raymond,P,22,7,2,0
Edward,U,56,6,16,0
Christy,C,17,7,0,0
Shirley,M,71,7,6,0
Lauren,G,85,6,5,1
Jessica,V,94,7,12,1
Elsie,U,1,5,16,0
John,A,21,4,9,0
Louis,S,31,5,7,0
Leslie,N,61,6,2,0
Josephine,H,84,9,2,1
Norman,X,59,6,10,0
Viola,R,45,5,4,0
Timothy,Z,4,7,6,0
Wm,J,67,2,13,0
Nicole,U,24,6,7,0
Fredrick,Z,22,8,20,0
Loretta,G,93,7,5,1
James,O,60,5,5,0
Robert,X,48,6,6,0
Timothy,P,37,7,4,0
James,Z,72,5,16,0
Melissa,H,34,7,5,0
Johnny,Y,37,6,15,0
William,A,86,7,22,1
Jerry,S,95,5,9,1
Robert,H,4,6,10,0
Joanne,B,50,6,8,0
Rhonda,N,32,6,4,0
Robert,J,41,6,8,0
Andrea,A,95,6,0,1
Gina,B,79,4,5,1
Mercedes,W,18,8,10,0
Elmer,L,15,5,7,0
Shaunna,I,29,7,10,0
Robert,V,37,6,4,0
Jack,T,83,4,10,1
James,U,63,5,11,0
Lauren,M,16,6,1,0
Dorothy,O,12,7,11,0
Albert,Q,25,6,16,0
Leticia,Z,13,7,14,0
Donald,T,41,6,16,0
Terry,Y,27,5,5,0
Luz,B,59,3,10,0
Manie,A,91,5,12,1
Deanna,R,30,6,14,0
Adrian,T,96,6,19,1
Elsa,Q,21,4,12,0
Nancy,H,60,5,6,0
Carol,Z,1,5,23,0
Katherine,P,52,9,5,0
Morris,A,17,6,12,0
Richard,R,82,7,0,1
Lisa,V,28,4,10,0
Deborah,O,47,7,11,0
Carolyn,A,13,7,2,0
Daniel,I,25,6,5,0
Jose,I,46,4,1,0
Deborah,X,36,7,20,0
Jose,G,95,4,3,1
Mary,Z,42,4,13,0
Jackie,D,22,6,6,0
Michael,X,52,7,11,0
Betty,W,78,5,21,1
Jerry,V,96,5,12,1
Alfonso,A,65,7,0,0
Randy,P,70,5,2,0
Thomas,H,34,6,12,0
Melissa,X,55,7,11,0
Michael,C,26,7,10,0
Patricia,B,37,8,14,0
David,R,60,5,14,0
Sonja,K,32,5,8,0
Whitley,G,74,7,16,0
Patricia,L,7,8,4,0
Eric,Y,17,4,20,0
Robert,I,31,6,9,0
Alejandra,R,26,9,17,0
George,M,35,6,6,0
Bobbie,T,16,6,18,0
Gary,Z,4,4,19,0
Cyrstal,Z,63,7,23,0
Charles,P,93,7,13,1
Jeffrey,U,98,7,11,1
Earl,L,88,4,7,1
Donald,L,19,6,8,0
Richard,L,32,7,6,0
Bobby,Q,56,5,15,0
Patricia,I,11,8,7,0
Shannon,E,97,7,14,1
James,E,43,5,5,0
Brian,S,72,5,17,0
Anne,M,46,4,12,0
Isaac,A,91,5,8,1
Karen,W,82,5,12,1
Jennifer,C,53,8,7,0
Billy,C,38,5,1,0
David,Z,51,5,22,0
Craig,A,49,5,2,0
Zenia,E,44,5,21,0
John,K,3,4,1,0
Raul,Z,96,4,8,1
Willie,B,12,6,21,0
Jennifer,F,41,8,4,0
Robert,E,23,6,13,0
Mary,W,47,4,10,0
Patricia,G,85,8,9,1
Jerry,U,35,5,11,0
Betty,Q,72,5,15,0
Christopher,F,1,11,3,0
Roger,E,68,5,13,0
Ronnie,G,9,6,11,0
Gary,W,38,4,16,0
Thomas,X,46,6,4,0
Philip,Z,63,6,10,0
Patricia,B,93,8,14,1
Edith,I,10,5,4,0
Curtis,B,98,6,1,1
Lourdes,U,19,7,9,0
Juanita,Y,26,7,15,0
Virgil,G,48,6,15,0
Eleanor,J,83,7,5,1
Jenifer,H,5,7,2,0
Franklin,U,22,8,15,0
Mario,T,5,5,7,0
Paula,K,100,5,5,1
James,C,48,5,7,0
Christopher,P,66,11,13,0
Annmarie,H,86,8,7,1
Conrad,E,24,6,2,0
Corinna,M,8,7,10,0
Genevieve,Q,54,9,10,0
Michele,F,81,7,7,1
Jasmine,W,94,7,13,1
Louise,Q,32,6,5,0
Richard,S,29,7,1,0
Irma,A,78,4,8,1
Raymond,X,19,7,6,0
David,T,46,5,16,0
Gertrude,X,14,8,17,0
Dennis,A,24,6,3,0
Virginia,S,37,8,3,0
Audrey,J,54,6,9,0
Billie,X,52,6,22,0
Brenda,Y,15,6,23,0
Orville,G,93,7,8,1
Lillian,D,47,7,8,0
Robert,S,96,6,1,1
Dennis,M,19,6,9,0
Thomas,W,67,6,3,0
Jennifer,P,6,8,6,0
Patricia,J,90,8,6,1
Douglas,M,14,7,9,0
Lillian,Q,16,7,5,0
Maria,W,5,5,10,0
Stephanie,Q,88,9,2,1
Jean,N,48,4,4,0
Charles,L,27,7,9,0
Dawn,J,67,4,6,0
Ramon,Q,48,5,1,0
Jerry,R,37,5,8,0
Betty,P,47,5,14,0
Edward,V,91,6,17,1
Juan,C,69,4,7,0
Deborah,L,69,7,8,0
Robert,D,100,6,14,1
Lisa,K,99,4,1,1
Michael,E,57,7,8,0
Luz,E,31,3,7,0
Angel,Y,12,5,24,0
James,K,23,5,1,0
Edith,R,79,5,13,1
David,P,49,5,12,0
Mary,W,53,4,10,0
Myriam,J,29,6,3,0
Betty,Q,70,5,15,0
Bryan,C,29,5,1,0
Lucinda,E,67,7,7,0
Florence,S,48,8,13,0
Nettie,A,39,6,13,0
Thomas,I,10,6,11,0
Mary,K,80,4,2,1
Gary,N,28,4,7,0
Ralph,J,26,5,8,0
Bertha,P,99,6,14,1
June,F,25,4,4,0
Irene,I,7,5,0,0
Claire,W,29,6,20,0
William,Z,81,7,3,1
Matthew,F,60,7,7,0
Brittany,U,90,8,19,1
Paul,L,70,4,4,0
Thomas,K,76,6,9,1
Richard,W,83,7,5,1
Robert,O,94,6,3,1
Jay,H,93,3,2,1
Stephen,S,0,7,0,0
Anna,Q,11,4,16,0
Wallace,J,71,7,13,0
Gina,Y,46,4,18,0
Karen,B,17,5,9,0
Lisa,O,47,4,3,0
Clara,P,89,5,13,1
John,L,40,4,2,0
Jose,G,15,4,3,0
Emile,G,1,5,2,0
Jennifer,T,84,8,10,1
Jessica,E,83,7,5,1
Maria,E,27,5,8,0
Elvia,H,83,5,3,1
Sarah,Q,99,5,2,1
Alan,N,80,4,13,1
Gary,I,50,4,2,0
Rose,S,74,4,1,0
Elizabeth,J,85,9,5,1
George,F,31,6,1,0
Matthew,T,75,7,7,0
Jarred,O,89,6,5,1
Sadie,Y,50,5,6,0
Patricia,H,88,8,8,1
Sydney,T,32,6,1,0
Katherine,N,93,9,3,1
Joshua,M,43,6,3,0
Harold,M,95,6,5,1
Enrique,P,80,7,11,1
Mark,G,62,4,6,0
Dona,J,86,4,6,1
Alice,A,45,5,0,0
Douglas,O,14,7,11,0
Frank,L,92,5,6,1
Thomas,K,98,6,9,1
Chris,D,78,5,1,1
Ella,M,41,4,8,0
Naomi,D,24,5,10,0
Benjamin,D,40,8,2,0
Frank,C,45,5,3,0
Linda,P,81,5,4,1
Alma,O,87,4,14,1
Joseph,A,8,6,9,0
Jimmie,P,76,6,6,1
Michael,X,36,7,11,0
Allen,C,33,5,2,0
James,R,15,5,8,0
Cynthia,L,68,7,9,0
Cheryl,R,17,6,15,0
Ruth,E,46,4,13,0
Lisa,H,65,4,4,0
Adam,Q,28,4,16,0
Dorothy,S,32,7,15,0
Nathan,Y,33,6,11,0
Shannon,Q,81,7,2,1
Beulah,C,77,6,1,1
Linsey,K,37,6,1,0
Karen,J,34,5,1,0
Edith,E,25,5,0,0
Rebecca,K,55,7,7,0
Fatima,Z,2,6,20,0
Alberta,O,16,7,14,0
Jackie,Y,32,6,15,0
Carolyn,B,6,7,1,0
Karen,D,37,5,7,0
Ronald,L,5,6,6,0
Ira,A,3,3,8,0
Edmond,P,98,6,11,1
Kenneth,H,16,7,3,0
Rhonda,S,16,6,1,0
Justin,U,5,6,11,0
Nathaniel,B,54,9,12,0
Seth,I,68,4,10,0
Aaron,D,86,5,3,1
Maria,Q,44,5,4,0
Dawn,W,74,4,19,0
Julia,V,42,5,12,0
Jack,R,72,4,8,0
Eric,A,67,4,4,0
Joan,F,32,4,4,0
Dolores,K,70,7,7,0
Karry,T,2,5,9,0
Joan,B,80,4,8,1
Freda,Y,59,5,19,0
Cheryl,C,52,6,0,0
Bonnie,M,33,6,11,0
Robin,C,9,5,15,0
Denise,I,59,6,5,0
Mary,H,48,4,5,0
Carolyn,P,58,7,13,0
Howard,R,76,6,10,1
Hector,X,73,6,16,0
Timothy,Z,66,7,6,0
Edwin,F,72,5,1,0
Woodrow,C,36,7,20,0
Michael,N,22,7,1,0
Richard,M,64,7,5,0
William,O,24,7,8,0
Cesar,G,57,5,4,0
Betty,H,70,5,6,0
Ronald,Y,63,6,7,0
Jennifer,G,83,8,3,1
Ramona,E,12,6,13,0
Tracey,L,7,6,8,0
Harry,P,50,5,8,0
Rebecca,L,17,7,6,0
Gloria,Q,88,6,10,1
Robin,B,99,5,16,1
Patrick,K,55,7,5,0
William,T,50,7,3,0
Nora,Y,56,4,11,0
Joseph,G,15,6,3,0
Josephine,I,51,9,1,0
Meta,F,50,4,7,0
William,M,89,7,10,1
Elsa,J,46,4,5,0
Jimmie,O,1,6,5,0
Melody,P,28,6,3,0
Kevin,D,49,5,7,0
Roderick,I,23,8,9,0
Charles,W,9,7,20,0
Octavio,M,33,7,2,0
Brady,Z,48,5,24,0
Christine,I,28,9,6,0
Arnold,K,66,6,10,0
Maritza,L,52,7,1,0
Robert,E,87,6,13,1
Leah,K,21,4,1,0
Edward,I,81,6,4,1
Teresa,M,23,6,7,0
Ellen,L,18,5,7,0
Ryan,B,15,4,16,0
Brandon,Q,86,7,15,1
Russell,U,74,7,3,0
Daniel,B,94,6,2,1
Alphonso,H,65,8,7,0
Joshua,A,62,6,9,0
Garry,M,85,5,6,1
April,A,58,5,0,0
John,M,14,4,3,0
Barbara,W,37,7,21,0
Thomas,B,99,6,18,1
Myrtle,U,31,6,8,0
Kevin,P,43,5,5,0
Harold,C,88,6,5,1
Jessica,R,7,7,8,0
Beatrice,O,88,8,13,1
Lois,D,56,4,8,0
Vincent,N,1,7,8,0
Kurt,J,68,4,1,0
Cecil,W,73,5,20,0
Pauline,M,63,7,3,0
Christopher,C,9,11,0,0
Robert,K,68,6,7,0
Lisa,X,10,4,12,0
Jessie,P,59,6,6,0
Gloria,C,58,6,4,0
Esperanza,Q,7,9,12,0
Irma,H,37,4,1,0
Chris,O,45,5,12,0
Traci,O,75,5,5,0
Harold,M,51,6,5,0
Belia,T,45,5,18,0
Frederic,L,70,8,6,0
Jack,W,26,4,13,0
Bertram,E,80,7,3,1
Jimmie,Z,25,6,16,0
Vernon,D,33,6,18,0
Robert,V,3,6,4,0
Patrick,N,23,7,2,0
Janice,M,44,6,3,0
Stephen,J,7,7,9,0
Carrie,T,90,6,17,1
Darryl,P,65,6,12,0
Karen,F,97,5,5,1
Holly,V,89,5,14,1
Javier,Z,41,6,16,0
Sally,X,75,5,5,0
Daisy,E,41,5,1,0
Dustin,V,3,6,18,0
Sheila,Y,77,6,6,1
George,J,94,6,3,1
Leonard,O,32,7,3,0
John,R,72,4,8,0
Michael,Y,91,7,12,1
Bert,I,89,4,7,1
Thomas,V,100,6,2,1
Bette,A,27,5,1,0
Ray,R,31,3,0,0
Kristi,N,0,6,3,0
Vera,V,25,4,0,0
Evelyn,X,40,6,19,0
Betty,V,2,5,20,0
Steven,R,87,6,1,1
Mary,C,7,4,10,0
Kenneth,S,6,7,8,0
Norman,Z,45,6,12,0
Christina,Q,0,9,14,0
Cecilia,A,86,7,2,1
Kim,D,30,3,7,0
Matthew,U,60,7,8,0
Jessica,X,96,7,14,1
Victoria,D,89,8,18,1
Kenneth,S,43,7,8,0
Jonathan,I,30,8,1,0
Adam,C,76,4,2,1
Henry,W,81,5,15,1
Robert,K,6,6,7,0
Christina,W,9,9,20,0
Karen,Y,54,5,14,0
Daryl,Q,25,5,13,0
Tonette,D,31,7,16,0
Edith,Q,99,5,12,1
Korey,I,90,5,2,1
Pauline,T,16,7,4,0
Phil,U,34,4,5,0
William,Q,2,7,6,0
Pamela,S,53,6,3,0
Paul,N,2,4,2,0
Jeffrey,K,5,7,1,0
John,N,25,4,4,0
Sandra,O,41,6,4,0
Maribel,S,92,7,6,1
Judith,Y,77,6,15,1
Denise,C,18,6,1,0
Matthew,V,46,7,9,0
Zella,G,19,5,19,0
Kenneth,F,83,7,5,1
Jerome,Q,60,6,7,0
Ophelia,W,88,7,8,1
Gayla,K,63,5,4,0
Ronald,N,18,6,4,0
Christine,J,7,9,7,0
Andrew,V,98,6,21,1
Christopher,R,97,11,15,1
Billy,K,16,5,9,0
Rachel,K,27,6,7,0
Roger,Z,1,5,8,0
Kevin,G,14,5,4,0
Stephen,V,4,7,3,0
Porter,O,28,6,1,0
Karin,Z,1,5,15,0
Delilah,Q,77,7,13,1
Sarah,U,4,5,2,0
Tamara,J,99,6,10,1
Evangeline,O,4,10,10,0
Alice,V,93,5,21,1
Tammie,N,83,6,6,1
Hillary,D,91,7,4,1
Sammie,I,0,6,10,0
Zachariah,V,3,9,4,0
Marshall,E,20,8,8,0
Michael,H,54,7,5,0
Deanna,R,2,6,14,0
Chau,J,57,4,7,0
Karen,A,43,5,10,0
Carlos,Y,13,6,22,0
Perry,B,93,5,14,1
John,W,74,4,13,0
Tiffany,D,81,7,16,1
Gloria,Y,81,6,18,1
Stephen,D,76,7,15,1
Douglas,K,96,7,7,1
Bobby,D,71,5,2,0
Betty,M,12,5,11,0
Jason,S,87,5,9,1
Jennifer,U,93,8,11,1
Robert,U,31,6,3,0
Diana,R,6,5,14,0
Antonio,I,28,7,8,0
Edith,O,95,5,10,1
Duane,R,63,5,14,0
David,H,48,5,4,0
Evelyn,T,91,6,15,1
Virginia,Y,0,8,3,0
Ann,V,59,3,21,0
Shirley,W,71,7,4,0
Ashley,J,52,6,9,0
Harriet,P,46,7,8,0
Clara,M,9,5,10,0
Lisa,C,98,4,9,1
Debra,O,14,5,11,0
Don,W,98,3,19,1
Eileen,K,94,6,6,1
Scott,W,54,5,4,0
Julie,L,21,5,2,0
Daniel,G,41,6,3,0
William,V,36,7,1,0
Derrick,W,37,7,19,0
Caroline,B,94,8,1,1
Bryant,E,16,6,3,0
Jerry,Z,63,5,16,0
George,P,57,6,9,0
Jennifer,E,17,8,5,0
Joseph,G,5,6,3,0
Ernest,U,70,6,16,0
Sandra,C,78,6,16,1
Colleen,K,46,7,8,0
Brenda,I,44,6,7,0
Samuel,X,5,6,5,0
Denise,U,50,6,17,0
Anna,X,37,4,23,0
Tina,P,52,4,4,0
Ricardo,Q,98,7,1,1
Anna,G,49,4,6,0
Margaret,U,29,8,8,0
Bradley,Y,1,7,23,0
Freddie,B,15,7,4,0
Yvonne,D,67,6,21,0
Matthew,A,72,7,12,0
Scott,Y,42,5,6,0
Amanda,C,6,6,2,0
James,E,81,5,5,1
Kathleen,G,60,8,4,0
Robert,U,82,6,3,1
Crystal,M,35,7,10,0
Michael,L,63,7,1,0
Rosario,G,51,7,11,0
Amos,K,53,4,10,0
Mary,X,19,4,11,0
Jodie,O,94,5,5,1
Nicolas,N,73,7,0,0
Liz,N,52,3,2,0
Sadie,J,31,5,9,0
Lisa,Z,94,4,14,1
Joan,Q,75,4,7,0
Karen,Y,34,5,14,0
William,W,91,7,0,1
Clarence,Z,96,8,23,1
Alexis,V,47,6,21,0
Angela,D,32,6,3,0
Beatrice,D,57,8,2,0
James,M,25,5,3,0
John,P,9,4,6,0
Roger,D,65,5,14,0
Donald,Z,39,6,22,0
Robert,T,34,6,2,0
William,P,69,7,7,0
Dorothy,S,20,7,15,0
Ronald,H,59,6,10,0
Agustin,P,1,7,15,0
James,R,29,5,8,0
Frances,G,58,7,1,0
Pearline,Y,44,8,9,0
Stephen,A,53,7,18,0
Walter,N,53,6,9,0
Adrian,E,48,6,4,0
Roy,B,23,3,16,0
Brooke,V,15,6,20,0
Grace,R,69,5,11,0
Ginger,J,65,6,3,0
James,Z,29,5,16,0
William,T,67,7,3,0
Roberta,N,89,7,4,1
Joann,Y,47,5,15,0
Kyle,M,81,4,2,1
Elsa,Q,73,4,12,0
Johnnie,C,38,7,7,0
David,Q,83,5,13,1
Jc,Z,34,2,16,0
Sharon,R,54,6,1,0
Bridgette,C,9,9,1,0
Teresa,K,64,6,9,0
Gregory,C,32,7,4,0
Douglas,K,16,7,7,0
Ron,B,0,3,16,0
Sally,E,30,5,14,0
Sparkle,A,71,7,18,0
Deborah,R,33,7,14,0
Lena,Z,31,4,14,0
Diane,C,68,5,1,0
Miranda,V,54,7,9,0
John,I,45,4,1,0
Julian,U,59,6,11,0
Marty,D,64,5,9,0
Audrey,S,76,6,18,1
Joshua,M,75,6,3,0
Jacquelyn,C,95,9,7,1
Chester,I,76,7,6,1
Jenifer,Q,48,7,7,0
Sarah,N,73,5,5,0
Margaret,B,76,8,11,1
Cicely,W,0,6,20,0
Cheryl,H,30,6,5,0
Andrew,F,50,6,5,0
Kenneth,U,72,7,10,0
Flora,P,91,5,10,1
Betty,W,24,5,21,0
Dennis,J,68,6,6,0
Robert,E,32,6,13,0
Lydia,V,41,5,10,0
Julie,V,45,5,12,0
Ronald,X,25,6,6,0
Chandra,R,100,7,15,1
Ryan,G,89,4,11,1
Thomas,A,4,6,19,0
Charles,T,51,7,17,0
Michelle,Q,3,8,4,0
Felicia,R,80,7,12,1
Kendall,H,28,7,3,0
John,Q,82,4,7,1
Pierre,G,37,6,9,0
Dorothy,K,99,7,7,1
Michael,H,62,7,5,0
Kimberley,M,94,9,2,1
Janee,V,66,5,12,0
Wynona,D,41,6,19,0
Melvin,F,41,6,7,0
Stephanie,C,9,9,16,0
Florencio,U,61,9,15,0
Mary,R,57,4,5,0
Christopher,S,90,11,16,1
Justin,T,66,6,10,0
Sergio,J,89,6,9,1
Karen,U,5,5,10,0
James,Q,23,5,7,0
Suzanne,N,79,7,5,1
Nathan,F,34,6,8,0
Ann,P,76,3,15,1
Nicholas,D,96,8,10,1
Richard,O,27,7,3,0
Eric,K,34,4,6,0
Dalton,S,97,6,15,1
Virginia,W,96,8,1,1
David,O,24,5,11,0
Corey,H,11,5,5,0
Russell,H,79,7,10,1
Nellie,W,48,6,9,0
Adrian,K,17,6,10,0
Joel,V,27,4,12,0
Tammy,O,19,5,5,0
Deborah,P,85,7,12,1
Dean,R,32,4,14,0
Irene,M,46,5,4,0
Whitney,H,21,7,15,0
Kathleen,X,60,8,13,0
Hugh,S,60,4,11,0
Edwin,H,57,5,3,0
Brad,T,75,4,18,0
Donald,K,35,6,7,0
Daniel,S,11,6,15,0
Jesse,D,53,5,6,0
Clarence,P,52,8,13,0
Mary,G,16,4,6,0
Byron,T,57,5,18,0
James,P,88,5,6,1
David,N,38,5,10,0
Martha,R,9,6,5,0
Jeanne,J,72,6,0,0
Marco,Z,71,5,13,0
Pansy,X,86,5,8,1
Paul,E,71,4,11,0
Mary,R,83,4,5,1
Rafael,U,67,6,3,0
Morgan,L,61,6,1,0
Marilyn,O,58,7,2,0
Eugene,W,17,6,18,0
Bruno,E,94,5,3,1
Leonard,E,87,7,7,1
David,L,62,5,8,0
Myrtie,W,81,6,10,1
Brian,W,42,5,21,0
Angelica,H,84,8,7,1
Mary,Q,6,4,4,0
Tommy,F,58,5,14,0
Ignacio,E,18,7,4,0
Pamela,V,4,6,6,0
Melissa,F,37,7,7,0
Lewis,C,34,5,9,0
Danial,N,100,6,10,1
Tyson,J,11,5,10,0
Angeline,X,56,8,23,0
Edwin,J,0,5,5,0
Daniel,Y,11,6,21,0
Golda,T,54,5,13,0
Dan,D,27,3,0,0
Mary,L,42,4,1,0
Gerry,A,40,5,6,0
Milton,C,33,6,10,0
Nancy,N,44,5,0,0
Ray,L,71,3,6,0
Thomas,U,28,6,1,0
David,M,65,5,9,0
Eric,J,100,4,5,1
John,I,19,4,1,0
Thelma,U,76,6,1,1
Lucille,S,44,7,7,0
David,X,88,5,20,1
Andrew,N,15,6,13,0
Dan,U,18,3,17,0
Michelle,H,31,8,5,0
Robert,Q,51,6,1,0
Hazel,C,22,5,5,0
Louis,I,93,5,3,1
Alice,I,95,5,8,1
Brett,Q,10,5,15,0
James,A,100,5,9,1
Jennifer,L,6,8,2,0
Joy,X,87,3,14,1
Thomas,M,56,6,7,0
William,Y,74,7,2,0
Crystal,F,38,7,3,0
Nadine,I,58,6,5,0
Bobbie,H,53,6,6,0
Helen,N,42,5,6,0
Eunice,V,33,6,17,0
Larry,L,56,5,0,0
Stephen,J,35,7,9,0
Donovan,E,80,7,1,1
Joanne,X,1,6,14,0
George,L,15,6,5,0
Sheldon,C,9,7,16,0
Paula,D,46,5,12,0
Robert,T,88,6,2,1
Cythia,L,2,6,9,0
Carl,I,48,4,6,0
Randolph,R,57,8,0,0
Joshua,E,76,6,5,1
Kenneth,B,47,7,9,0
Suzanne,B,12,7,17,0
Mark,W,35,4,10,0
Jolene,G,85,6,3,1
Ruth,P,27,4,2,0
Michael,B,36,7,11,0
Jonathan,S,10,8,9,0
Rudolph,A,72,7,17,0
Timothy,H,74,7,12,0
Matthew,P,35,7,3,0
Lisa,J,52,4,2,0
Samuel,F,63,6,13,0
Lisa,H,47,4,4,0
Samantha,M,92,8,6,1
James,M,89,5,3,1
Larry,C,52,5,9,0
Windy,A,30,5,22,0
Carl,Q,95,4,14,1
Robert,U,55,6,3,0
Clayton,L,41,7,9,0
Amanda,C,11,6,2,0
Priscilla,Q,82,9,1,1
Denise,M,79,6,9,1
Kevin,T,35,5,9,0
Steven,X,45,6,5,0
Susan,P,25,5,3,0
Richard,N,38,7,4,0
Nathaniel,G,80,9,7,1
Gregory,Z,19,7,19,0
Lulu,C,84,4,9,1
Carl,Z,56,4,23,0
Amelia,X,85,6,23,1
Arthur,B,3,6,1,0
Earnestine,V,24,10,17,0
Robert,E,25,6,13,0
Tonya,B,17,5,18,0
John,G,50,4,3,0
Stephen,Y,2,7,6,0
Terry,W,10,5,3,0
Ashley,M,14,6,12,0
Vennie,R,9,6,4,0
Silvia,D,98,6,15,1
Jimmie,M,46,6,3,0
Tommy,R,67,5,2,0
Cindy,N,7,5,11,0
Gary,U,63,4,14,0
Darrell,V,6,7,18,0
Kimberly,G,68,8,4,0
Ginger,Q,80,6,10,1
Dorothy,T,92,7,16,1
Fatima,A,28,6,5,0
Margaret,G,99,8,6,1
Tommie,Z,2,6,6,0
Virginia,C,99,8,19,1
Donald,T,68,6,16,0
Melissa,Q,12,7,4,0
Priscilla,N,60,9,2,0
Frances,J,56,7,4,0
Mary,W,27,4,10,0
Myles,X,62,5,11,0
Adam,P,61,4,15,0
Clinton,R,25,7,15,0
Toni,Q,66,4,3,0
Lila,U,66,4,9,0
Leroy,F,94,5,6,1
Roland,F,82,6,12,1
Emilio,I,82,6,4,1
Leola,Y,5,5,13,0
Maria,M,65,5,0,0
Bobbie,T,14,6,18,0
Lucille,X,36,7,12,0
Maria,I,95,5,4,1
Bobby,Q,25,5,15,0
Henrietta,X,66,9,16,0
Ellen,Z,44,5,21,0
John,Y,42,4,15,0
Jason,Q,79,5,7,1
Ashley,K,10,6,10,0
John,S,94,4,9,1
Charles,H,62,7,5,0
Bruce,A,100,5,1,1
Bernard,B,18,7,0,0
Phillip,R,71,7,2,0
Nellie,J,1,6,4,0
John,T,22,4,10,0
Jason,G,72,5,3,0
Jerry,M,83,5,3,1
Larry,G,5,5,5,0
Sally,Z,0,5,7,0
Errol,A,40,5,4,0
Alicia,P,31,6,15,0
Gloria,L,67,6,5,0
Kathleen,Z,1,8,15,0
Lisa,P,40,4,4,0
Nancy,K,84,5,3,1
Arthur,U,22,6,20,0
Katie,R,82,5,7,1
Anthony,O,48,7,14,0
Ricardo,F,22,7,12,0
Joshua,C,92,6,7,1
William,R,29,7,5,0
Paul,E,48,4,11,0
Dolores,N,80,7,10,1
Benjamin,W,88,8,21,1
Margaret,O,56,8,2,0
Cecilia,G,77,7,4,1
Luke,N,23,4,2,0
Grace,D,77,5,3,1
Jerry,F,61,5,4,0
Troy,J,15,4,10,0
Joan,S,81,4,9,1
Mitch,K,0,5,2,0
Donald,E,35,6,1,0
Leland,A,33,6,11,0
Gregory,S,12,7,12,0
Mary,G,8,4,6,0
Frank,G,30,5,1,0
Leslie,U,73,6,9,0
Scott,D,40,5,15,0
Willie,H,26,6,15,0
Herbert,W,77,7,15,1
Robert,U,70,6,3,0
Gary,F,91,4,1,1
Marc,W,46,4,10,0
David,I,22,5,5,0
Henry,H,45,5,0,0
Janet,T,12,5,10,0
Dorothea,V,18,8,18,0
Don,J,77,3,6,1
George,S,7,6,12,0
Joe,M,42,3,3,0
Roy,S,11,3,1,0
Katherine,P,60,9,5,0
Charles,T,31,7,17,0
Elizabeth,H,96,9,3,1
Eric,K,61,4,6,0
Marco,S,97,5,6,1
Beverly,J,58,7,8,0
Roger,H,20,5,10,0
Christopher,A,92,11,2,1
Stanley,B,99,7,17,1
Christopher,R,11,11,15,0
Charlene,D,28,8,1,0
Derek,O,16,5,11,0
Myrtice,U,7,7,8,0
Cheri,O,66,5,12,0
James,O,85,5,5,1
Gloria,C,77,6,4,1
Louis,H,61,5,4,0
Roland,H,6,6,10,0
Heather,C,5,7,5,0
India,O,57,5,6,0
Muriel,F,33,6,7,0
Sirena,W,33,6,4,0
Vicki,H,13,5,14,0
Dennis,R,28,6,14,0
William,F,65,7,17,0
Linda,O,13,5,3,0
Amparo,E,28,6,4,0
Theresa,N,75,7,6,0
Tennie,B,85,6,18,1
Hester,O,45,6,7,0
Cherie,V,14,6,19,0
Evan,G,100,4,2,1
John,U,95,4,11,1
Michael,P,47,7,3,0
Juana,A,91,5,9,1
Linda,X,10,5,12,0
Bryan,B,2,5,0,0
Jason,G,30,5,3,0
Marianne,Z,91,8,13,1
Christian,R,35,9,15,0
Jesse,S,10,5,9,0
Anne,X,19,4,23,0
Linda,J,30,5,2,0
Barbara,N,21,7,12,0
Kerry,E,1,5,6,0
Bonnie,O,34,6,13,0
Robert,M,86,6,5,1
Marvin,P,13,6,3,0
Thomas,K,0,6,9,0
Nancy,I,86,5,5,1
Andrew,E,86,6,4,1
Jose,Y,58,4,15,0
Michael,W,100,7,10,1
Joseph,M,16,6,3,0
Roger,J,79,5,8,1
Erick,F,14,5,1,0
Kathy,M,26,5,2,0
Stella,M,14,6,6,0
Charles,H,92,7,5,1
Bree,S,58,4,17,0
Ethel,P,10,5,11,0
Vanessa,W,42,7,1,0
Alberto,T,76,7,19,1
Samuel,A,93,6,18,1
Russell,F,8,7,12,0
Zachary,G,29,7,19,0
John,S,63,4,9,0
